sector,url_path,canonical,title,description,h1,word_count,jsonld_types,has_breadcrumblist,has_faqpage,has_article,has_webpage,og_image_per_page,og_image_url,internal_links,external_links,first_commit_date,last_commit_date
books,books/seedtime-and-harvest/,https://frqncy.network/books/seedtime-and-harvest/,Seedtime and Harvest — FRQNCY Network,Twelve essays on the parables and the law of cause and effect read as inner work. The seed is the assumption; the harvest is what it becomes.,Seedtime and Harvest,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-25,2026-04-29
books,books/seven-brief-lessons-on-physics/,https://frqncy.network/books/seven-brief-lessons-on-physics/,Seven Brief Lessons on Physics — FRQNCY Network,The most beautiful introduction to modern physics ever written. 79 pages. Read it in an afternoon.,Seven Brief Lessons on Physics,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/something-deeply-hidden/,https://frqncy.network/books/something-deeply-hidden/,Something Deeply Hidden — FRQNCY Network,A leading physicist makes the case for Many Worlds — and explains what quantum mechanics actually says about reality.,Something Deeply Hidden,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/sprint/,https://frqncy.network/books/sprint/,Sprint — FRQNCY Network,Google Ventures&#39; 5-day method for testing ideas with a prototype before spending months building.,Sprint,21,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/starseeds-contact/,https://frqncy.network/books/starseeds-contact/,Starseeds-Contact — FRQNCY Network,"Supernatural phenomena, portals to higher dimensions, and the galactic origin of Starseed souls — Fischer&#39;s most direct investigation into extraterrestrial",Starseeds-Contact,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/starseeds/,https://frqncy.network/books/starseeds/,Starseeds — FRQNCY Network,The SPIEGEL bestseller that introduced German-speaking audiences to Starseed consciousness — channeled messages from galactic intelligences on why we are h,Starseeds,13,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/story/,https://frqncy.network/books/story/,Story — FRQNCY Network,"The definitive guide to narrative structure used by filmmakers, novelists, and screenwriters worldwide.",Story,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/strength-in-stillness/,https://frqncy.network/books/strength-in-stillness/,Strength in Stillness — FRQNCY Network,"The most accessible introduction to Transcendental Meditation — what TM is, what it does, and why CEOs, athletes, and artists swear by it.",Strength in Stillness,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/strengthsfinder-20/,https://frqncy.network/books/strengthsfinder-20/,StrengthsFinder 2.0 — FRQNCY Network,Build on your natural talents rather than fixing weaknesses — the Gallup strengths framework used by millions.,StrengthsFinder 2.0,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/success-is-for-you/,https://frqncy.network/books/success-is-for-you/,Success Is For You — FRQNCY Network,The consciousness researcher&#39;s guide to creating success through inner alignment — calibrating the energy of your desires.,Success Is For You,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/success-through-a-positive-mental-attitude/,https://frqncy.network/books/success-through-a-positive-mental-attitude/,Success Through A Positive Mental Attitude — FRQNCY Network,The PMA principles — how a positive mental attitude is the single most important success factor and how to cultivate it.,Success Through A Positive Mental Attitude,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/super-rich/,https://frqncy.network/books/super-rich/,Super Rich — FRQNCY Network,"The Def Jam founder on the meditation, giving, and spiritual principles that created his wealth — and his peace.",Super Rich,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/synchronicity/,https://frqncy.network/books/synchronicity/,Synchronicity — FRQNCY Network,"Jung&#39;s original treatise on meaningful coincidence. Dense, rich, and foundational.",Synchronicity,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/talk-like-ted/,https://frqncy.network/books/talk-like-ted/,Talk Like TED — FRQNCY Network,"The nine secrets of the world&#39;s greatest communicators, reverse-engineered from thousands of TED talks.",Talk Like TED,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/tao-te-ching/,https://frqncy.network/books/tao-te-ching/,Tao Te Ching — FRQNCY Network,"81 short verses written 2,500 years ago that say more about the nature of existence than most libraries. Read it slowly.",Tao Te Ching,37,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,11,4,2026-04-24,2026-04-29
books,books/ten-arguments-for-deleting-your-social-media-accounts/,https://frqncy.network/books/ten-arguments-for-deleting-your-social-media-accounts/,Ten Arguments for Deleting Your Social Media Accounts — FRQNCY Network,The most personal and persuasive case for leaving the attention economy. From a tech insider.,Ten Arguments for Deleting Your Social Media Accounts,21,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-4-hour-workweek/,https://frqncy.network/books/the-4-hour-workweek/,The 4-Hour Workweek — FRQNCY Network,"Escape the 9-5, live anywhere, and join the new rich — Ferriss&#39;s blueprint for lifestyle design over conventional career.",The 4-Hour Workweek,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-7-habits-of-highly-effective-people/,https://frqncy.network/books/the-7-habits-of-highly-effective-people/,The 7 Habits of Highly Effective People — FRQNCY Network,"Character-based effectiveness — the framework of proactivity, purpose, and interdependence that has shaped a generation of leaders.",The 7 Habits of Highly Effective People,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-akashic-experience/,https://frqncy.network/books/the-akashic-experience/,The Akashic Experience — FRQNCY Network,"Scientists, artists, and mystics report their direct experiences of the Akashic field.",The Akashic Experience,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-alchemist/,https://frqncy.network/books/the-alchemist/,The Alchemist — FRQNCY Network,The beloved fable of Santiago&#39;s journey to the Pyramids — on following your Personal Legend no matter what the world says.,The Alchemist,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-ancient-secret-of-the-flower-of-life/,https://frqncy.network/books/the-ancient-secret-of-the-flower-of-life/,The Ancient Secret of the Flower of Life — FRQNCY Network,The most comprehensive exploration of the Merkaba field and sacred geometry as a living system.,The Ancient Secret of the Flower of Life,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-architecture-of-happiness/,https://frqncy.network/books/the-architecture-of-happiness/,The Architecture of Happiness — FRQNCY Network,Why buildings matter. How the spaces we inhabit shape who we become.,The Architecture of Happiness,21,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-art-of-fermentation/,https://frqncy.network/books/the-art-of-fermentation/,The Art of Fermentation — FRQNCY Network,The definitive guide to fermented foods and drinks from around the world. Comprehensive and joyful.,The Art of Fermentation,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-art-of-gathering/,https://frqncy.network/books/the-art-of-gathering/,The Art of Gathering — FRQNCY Network,"Why most gatherings fail and how to design ones that matter. Practical, human, and profound.",The Art of Gathering,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-art-of-invisibility/,https://frqncy.network/books/the-art-of-invisibility/,The Art of Invisibility — FRQNCY Network,The world&#39;s most famous hacker teaches you how to protect your privacy in the surveillance age.,The Art of Invisibility,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-art-of-money-getting/,https://frqncy.network/books/the-art-of-money-getting/,The Art of Money Getting — FRQNCY Network,"P.T. Barnum&#39;s 1880 lecture turned book on the practical mechanics of wealth — twenty rules covering frugality, choosing the right vocation, the value of pe",The Art of Money Getting,32,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,11,4,2026-04-24,2026-04-29
books,books/the-art-of-possibility/,https://frqncy.network/books/the-art-of-possibility/,The Art of Possibility — FRQNCY Network,"A conductor and a therapist on creating possibility in collaboration, leadership, and art.",The Art of Possibility,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-art-of-public-speaking/,https://frqncy.network/books/the-art-of-public-speaking/,The Art of Public Speaking — FRQNCY Network,"Carnegie&#39;s foundational course on confident, persuasive speaking — the techniques that built his legendary training empire.",The Art of Public Speaking,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-art-of-war/,https://frqncy.network/books/the-art-of-war/,The Art of War — FRQNCY Network,"The ancient Chinese strategy classic — still the most quoted text on competition, adaptability, and winning without fighting.",The Art of War,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-bible/,https://frqncy.network/books/the-bible/,The Bible — FRQNCY Network,"The most widely read book in human history. Read as the long story of relationship — between people, and between people and the source of life. Both a sacr",The Bible,36,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-25,2026-04-29
books,books/the-biggest-ideas-in-the-universe/,https://frqncy.network/books/the-biggest-ideas-in-the-universe/,The Biggest Ideas in the Universe — FRQNCY Network,Modern physics explained through the actual equations — but made human and accessible.,The Biggest Ideas in the Universe,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-biogas-handbook/,https://frqncy.network/books/the-biogas-handbook/,The Biogas Handbook — FRQNCY Network,"Comprehensive technical guide to biogas production, upgrading, and utilisation.",The Biogas Handbook,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-bittensor-whitepaper/,https://frqncy.network/books/the-bittensor-whitepaper/,The Bittensor Whitepaper — FRQNCY Network,"Yuma Rao&#39;s original technical paper on decentralised machine learning — how subnets, miners, and validators create a self-organising AI economy.",The Bittensor Whitepaper,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-body-keeps-the-score/,https://frqncy.network/books/the-body-keeps-the-score/,The Body Keeps the Score — FRQNCY Network,"The definitive book on trauma — how it reshapes body, brain, and mind, and what actually heals it. The most important book about trauma ever written. Essen",The Body Keeps the Score,33,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-book-of-enoch/,https://frqncy.network/books/the-book-of-enoch/,The Book of Enoch — FRQNCY Network,"Pre-flood text excluded from most modern canons but preserved in the Ethiopian Bible. The clearest extant source on the Watchers, the Nephilim, and what th",The Book of Enoch,49,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,11,4,2026-04-25,2026-04-29
books,books/the-book-of-mastery/,https://frqncy.network/books/the-book-of-mastery/,The Book of Mastery — FRQNCY Network,Volume four of the Selig transmissions — the most advanced teachings on embodying mastery as a lived reality.,The Book of Mastery,13,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-brain-that-changes-itself/,https://frqncy.network/books/the-brain-that-changes-itself/,The Brain That Changes Itself — FRQNCY Network,The book that made neuroplasticity a household word. Stories of real transformation through brain rewiring.,The Brain That Changes Itself,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-cathedral-and-the-bazaar/,https://frqncy.network/books/the-cathedral-and-the-bazaar/,The Cathedral and the Bazaar — FRQNCY Network,The essay that explained open source to the world. How decentralised collaboration beats centralised design.,The Cathedral and the Bazaar,21,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-celestine-prophecy/,https://frqncy.network/books/the-celestine-prophecy/,The Celestine Prophecy — FRQNCY Network,A novel that popularised synchronicity as a guide to spiritual growth. Millions read it for a reason.,The Celestine Prophecy,14,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-code-breaker/,https://frqncy.network/books/the-code-breaker/,The Code Breaker — FRQNCY Network,"Jennifer Doudna, CRISPR, and the race to rewrite the code of life. Reads like a thriller.",The Code Breaker,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-dawn-of-everything/,https://frqncy.network/books/the-dawn-of-everything/,The Dawn of Everything — FRQNCY Network,"A radical retelling of human history — evidence that societies have always been far more diverse, experimental, and free than we assumed.",The Dawn of Everything,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-death-and-life-of-great-american-cities/,https://frqncy.network/books/the-death-and-life-of-great-american-cities/,The Death and Life of Great American Cities — FRQNCY Network,The book that saved cities from urban planners. Still the most important critique of top-down city design.,The Death and Life of Great American Cities,22,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-definitive-book-of-human-design/,https://frqncy.network/books/the-definitive-book-of-human-design/,The Definitive Book of Human Design — FRQNCY Network,"The comprehensive reference text. Covers all Types, Strategies, Authorities, Centers, Gates, Channels, and Profiles in rigorous detail. The book you gradua",The Definitive Book of Human Design,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-design-of-everyday-things/,https://frqncy.network/books/the-design-of-everyday-things/,The Design of Everyday Things — FRQNCY Network,"The foundational text of human-centred design — why everyday things fail, and how to make them work for people. Gave designers a language still used today.",The Design of Everyday Things,38,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-diamond-cutter/,https://frqncy.network/books/the-diamond-cutter/,The Diamond Cutter — FRQNCY Network,Ancient Tibetan Buddhist wisdom applied to building a diamond business — the karmic mechanics of sustainable wealth.,The Diamond Cutter,31,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-effective-executive/,https://frqncy.network/books/the-effective-executive/,The Effective Executive — FRQNCY Network,The classic on doing the right things — Drucker&#39;s five practices of effectiveness that separate great executives from busy ones.,The Effective Executive,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-elements-of-journalism/,https://frqncy.network/books/the-elements-of-journalism/,The Elements of Journalism — FRQNCY Network,"What journalism is for, and what it must do to fulfil its purpose. The field&#39;s ethical foundation.",The Elements of Journalism,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-emerald-tablet/,https://frqncy.network/books/the-emerald-tablet/,The Emerald Tablet — FRQNCY Network,"The oldest known alchemical text. As above, so below. As within, so without.",The Emerald Tablet,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-empty-space/,https://frqncy.network/books/the-empty-space/,The Empty Space — FRQNCY Network,The most important book about theatre ever written. 128 pages. Every word counts.,The Empty Space,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-essential-drucker/,https://frqncy.network/books/the-essential-drucker/,The Essential Drucker — FRQNCY Network,"The distilled wisdom of the father of modern management — strategy, performance, society, and the purpose of business.",The Essential Drucker,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-essential-rumi/,https://frqncy.network/books/the-essential-rumi/,The Essential Rumi — FRQNCY Network,"The translations that brought Rumi to the Western world. Sacred, sensual, and timeless.",The Essential Rumi,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-everything-candida-diet-book/,https://frqncy.network/books/the-everything-candida-diet-book/,The Everything Candida Diet Book — FRQNCY Network,"A comprehensive protocol for addressing systemic candida overgrowth — diet, antifungals, and gut restoration.",The Everything Candida Diet Book,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-eye-of-the-i/,https://frqncy.network/books/the-eye-of-the-i/,The Eye of the I — FRQNCY Network,From which nothing is hidden — the advanced calibration of spiritual reality and the nature of the absolute.,The Eye of the I,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-fabric-of-reality/,https://frqncy.network/books/the-fabric-of-reality/,The Fabric of Reality — FRQNCY Network,"A unified theory of knowledge, computation, and quantum physics. Dense and rewarding.",The Fabric of Reality,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-festivalisation-of-society/,https://frqncy.network/books/the-festivalisation-of-society/,The Festivalisation of Society — FRQNCY Network,Academic study of how festivals create temporary communities and what they reveal about human social need.,The Festivalisation of Society,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-field/,https://frqncy.network/books/the-field/,The Field — FRQNCY Network,An investigation into the scientific evidence for a connected universe — the zero-point field and beyond.,The Field,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-fifth-discipline/,https://frqncy.network/books/the-fifth-discipline/,The Fifth Discipline — FRQNCY Network,How organisations learn and why most of them don&#39;t. Systems thinking applied to human enterprise.,The Fifth Discipline,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-game-of-life-and-how-to-play-it/,https://frqncy.network/books/the-game-of-life-and-how-to-play-it/,The Game of Life and How to Play It — FRQNCY Network,"The 1925 spiritual classic on using the spoken word, faith, and imagination to command life&#39;s circumstances.",The Game of Life and How to Play It,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-gene-keys/,https://frqncy.network/books/the-gene-keys/,The Gene Keys — FRQNCY Network,"A contemplative evolution of the 64 Gates from Human Design into a poetic, meditative system. Not technically HD, but deeply intertwined — many practitione",The Gene Keys,20,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-gene/,https://frqncy.network/books/the-gene/,The Gene — FRQNCY Network,An intimate history of genetics — from Mendel to CRISPR. The best overview of the field in one book.,The Gene,21,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-go-getter/,https://frqncy.network/books/the-go-getter/,The Go-Getter — FRQNCY Network,The classic 1921 business parable — the spirit that makes men succeed in the face of every obstacle.,The Go-Getter,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-go-giver/,https://frqncy.network/books/the-go-giver/,The Go-Giver — FRQNCY Network,A story about the surprising secret of getting more by giving more — the Five Laws of Stratospheric Success.,The Go-Giver,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-greatest-salesman-in-the-world/,https://frqncy.network/books/the-greatest-salesman-in-the-world/,The Greatest Salesman in the World — FRQNCY Network,"Ten scrolls for living — not really a sales book at all, but a manual for living with love, persistence, and purpose.",The Greatest Salesman in the World,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-grid/,https://frqncy.network/books/the-grid/,The Grid — FRQNCY Network,"The story of America&#39;s electrical grid — fragile, ancient, and the battlefield where the energy transition will be won or lost.",The Grid,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-guru-gita/,https://frqncy.network/books/the-guru-gita/,The Guru Gita — FRQNCY Network,The scripture on the relationship between student and teacher — chanted in the Siddha Yoga tradition as a daily morning practice.,The Guru Gita,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-healing-power-of-sound/,https://frqncy.network/books/the-healing-power-of-sound/,The Healing Power of Sound — FRQNCY Network,An oncologist&#39;s use of sound therapy and Tibetan singing bowls in cancer treatment.,The Healing Power of Sound,22,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-hidden-life-of-trees/,https://frqncy.network/books/the-hidden-life-of-trees/,The Hidden Life of Trees — FRQNCY Network,"The book that revealed trees communicate, support each other, and form communities — the science of forest intelligence, accessibly told. Changed how milli",The Hidden Life of Trees,38,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,11,4,2026-04-24,2026-04-29
books,books/the-hidden-messages-in-water/,https://frqncy.network/books/the-hidden-messages-in-water/,The Hidden Messages in Water — FRQNCY Network,Emoto&#39;s research on how intention and words affect water crystal formation. Polarising and fascinating.,The Hidden Messages in Water,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-holographic-universe/,https://frqncy.network/books/the-holographic-universe/,The Holographic Universe — FRQNCY Network,"The case that reality is a hologram — weaving together quantum physics, neuroscience, and mysticism.",The Holographic Universe,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-impact-investor/,https://frqncy.network/books/the-impact-investor/,The Impact Investor — FRQNCY Network,A rigorous look at what impact investing actually achieves — and where it falls short.,The Impact Investor,15,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-infinite-machine/,https://frqncy.network/books/the-infinite-machine/,The Infinite Machine — FRQNCY Network,"The definitive story of Ethereum&#39;s creation — Vitalik Buterin, the early contributors, and how a teenager&#39;s white paper became programmable money. The most",The Infinite Machine,32,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-inner-game-of-tennis/,https://frqncy.network/books/the-inner-game-of-tennis/,The Inner Game of Tennis — FRQNCY Network,Learning and performance through quieting the inner critic. One of the great books on mastery.,The Inner Game of Tennis,18,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-inner-sky/,https://frqncy.network/books/the-inner-sky/,The Inner Sky — FRQNCY Network,The most psychologically sophisticated introduction to astrology. A serious and humane approach to the craft.,The Inner Sky,21,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-inside-track/,https://frqncy.network/books/the-inside-track/,The Inside Track — FRQNCY Network,The self-made entrepreneur and philosopher on the inner game of extraordinary living — practical philosophy for the serious seeker.,The Inside Track,17,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-internet-of-money/,https://frqncy.network/books/the-internet-of-money/,The Internet of Money — FRQNCY Network,"The most articulate case for why Bitcoin matters — not as a speculative asset, but as a political and monetary revolution. Required reading.",The Internet of Money,19,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
books,books/the-kybalion/,https://frqncy.network/books/the-kybalion/,The Kybalion — FRQNCY Network,The seven Hermetic principles underlying all of reality — the foundation of esoteric philosophy. Free online.,The Kybalion,32,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,11,4,2026-04-24,2026-04-29
books,books/the-language-instinct/,https://frqncy.network/books/the-language-instinct/,The Language Instinct — FRQNCY Network,Language as a biological adaptation — how we all come pre-wired to speak. The definitive popular account.,The Language Instinct,22,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-last-child-in-the-woods/,https://frqncy.network/books/the-last-child-in-the-woods/,The Last Child in the Woods — FRQNCY Network,How nature-deficit disorder is affecting children — and what outdoor adventure does for human development.,The Last Child in the Woods,21,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,9,4,2026-04-24,2026-04-29
books,books/the-law-and-the-promise/,https://frqncy.network/books/the-law-and-the-promise/,The Law and the Promise — FRQNCY Network,Sixty-three first-person accounts from his students of imagination tested in daily life. The Law is the technique; the Promise is what comes after — the aw,The Law and the Promise,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-25,2026-04-29
books,books/the-law-of-attraction/,https://frqncy.network/books/the-law-of-attraction/,The Law of Attraction — FRQNCY Network,"The foundational Abraham text — teachings on how consciousness creates reality, channeled through Esther Hicks over 30 years.",The Law of Attraction,16,WebSite|Book|ListItem|BreadcrumbList,True,False,False,False,False,https://frqncy.network/og-image.png,10,4,2026-04-24,2026-04-29
